name,category,location,area_sqft,price,link,latitude,longitude,nearestMRT,distance
Sophia Hills,Condo / Apt,5 Mount Sophia · D9,1539,3168000,https://www.99.co/singapore/sale/property/sophia-hills-condo-MjErxUuJXUfVADVsuMWoGF,1.2987028,103.8470042,Dhoby Ghaut,0.001777463344210774
Park Colonial,Condo,2 Woodleigh Lane · D13,570,900000,https://www.99.co/singapore/sale/property/park-colonial-condo-cWCtyHPPW3e7JamFtq9yjY,1.3190408,103.8281809,Stevens,0.002418993385694776
Parc Botannia,Condo,14 Fernvale Street · D28,1410,1696000,https://www.99.co/singapore/sale/property/parc-botannia-condo-kDJampnWEYXFkdK9zSaAuV,1.3984723,103.8748321,Thanggam,0.001248394208566515
Sophia Hills,Condo / Apt,5 Mount Sophia · D9,506,1287000,https://www.99.co/singapore/sale/property/sophia-hills-condo-JpMKSFkd4j6aSqkBYQhDf7,1.2987028,103.8470042,Dhoby Ghaut,0.001777463344210774
Stirling Residences,Condo,21 Stirling Road · D3,1055,1616000,https://www.99.co/singapore/sale/property/stirling-residences-condo-QaCCWuXRoVP3tEAyhm4aMW,1.293564,103.805326,Queenstown,0.0013954443020075345
Kingsford Waterbay,Condo / Apt,52 Upper Serangoon View · D19,958,1295000,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-EGZp3hrxEJuitqCvvamUHo,1.3747664,103.9034487,Kangkar,0.009221088770855658
Mon Jervois,Condo,47 Jervois Road · D10,1668,3669000,https://www.99.co/singapore/sale/property/mon-jervois-condo-MFjHStLL94GcEtxpzzx39j,1.2943192,103.8222639,Redhill,0.007194077687922523
115 Clementi Street 13,HDB 5 Rooms,Singapore 120115 · D5,1572,850000,https://www.99.co/singapore/sale/property/115-clementi-street-13-hdb-pKzBEYmBfi8VqYce3wBmaR,1.3238167,103.7712916,Clementi,0.010581237856219597
Watten Estate,Semi-Detached House,None · D11,4000,8500000,https://www.99.co/singapore/sale/property/property-in-singapore-landed-DMteKMARNJG9TwgW9MarGD,1.3293915,103.8098119,Tan Kah Kee,0.004043215960099087
Amber Skye,Condo / Apt,8 Amber Road · D15,1216,2491000,https://www.99.co/singapore/sale/property/amber-skye-condo-ZfetZ6pduboqXd3iWgXCaM,1.2994916,103.8981808,Dakota,0.012933475975165174
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,850,1151000,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-b8Ntrtewfw4mJrQvBmPG8E,1.3747664,103.9034487,Kangkar,0.009221088770855658
Skysuites 17,Condo / Apt,17 Jalan Rajah · D12,614,1100000,https://www.99.co/singapore/sale/property/skysuites-17-condo-HnQ4VmBtQHSzrtbxpbVJdM,1.3273665,103.8478334,Toa Payoh,0.004979957979741969
Stirling Residences,Condo,21 Stirling Road · D3,1346,2179000,https://www.99.co/singapore/sale/property/stirling-residences-condo-MaYm6VEnAV78LakQpNDREa,1.293564,103.805326,Queenstown,0.0013954443020075345
Kallang Riverside,Condo / Apt,51 Kampong Bugis · D12,1033,2141903,https://www.99.co/singapore/sale/property/kallang-riverside-condo-QSM39LxwuRqBcGvh3SaeuF,1.3072037,103.8668725,Lavender,0.0040306403970087655
Kallang Riverside,Condo / Apt,51 Kampong Bugis · D12,517,1393299,https://www.99.co/singapore/sale/property/kallang-riverside-condo-XrJwLyuhuco973RVypVRXo,1.3072037,103.8668725,Lavender,0.0040306403970087655
Kingsford Waterbay,Condo / Apt,52 Upper Serangoon View · D19,850,1168000,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-NLuBNxHgKSbwYJcyJdjJ7M,1.3747664,103.9034487,Kangkar,0.009221088770855658
Stirling Residences,Condo,21 Stirling Road · D3,883,1395000,https://www.99.co/singapore/sale/property/stirling-residences-condo-ys4eUfj2eRg7ajBtv7rr7D,1.293564,103.805326,Queenstown,0.0013954443020075345
Mon Jervois,Condo,47 Jervois Road · D10,1582,3387000,https://www.99.co/singapore/sale/property/mon-jervois-condo-jByBiKJ56czTB5Rr9PWhdW,1.2943192,103.8222639,Redhill,0.007194077687922523
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1055,2343000,https://www.99.co/singapore/sale/property/the-line-tanjong-rhu-condo-YSisxpVvhLckFw2dEfoHoY,1.2981006,103.8846032,Mountbatten,0.008114422496394722
Park Colonial,Condo,2 Woodleigh Lane · D13,915,1300000,https://www.99.co/singapore/sale/property/park-colonial-condo-StQHsiSPe5iRuLsbSHVDAD,1.3190408,103.8281809,Stevens,0.002418993385694776
Parc Botannia,Condo,14 Fernvale Street · D28,1249,1541000,https://www.99.co/singapore/sale/property/parc-botannia-condo-X5gQHDJS8zjqALLEA5VkHg,1.3984723,103.8748321,Thanggam,0.001248394208566515
Stirling Residences,Condo,21 Stirling Road · D3,764,1227000,https://www.99.co/singapore/sale/property/stirling-residences-condo-DQMzWUXnqnFXad8mqGL8JG,1.293564,103.805326,Queenstown,0.0013954443020075345
Sims Urban Oasis,Condo,10 Sims Drive · D14,1442,2401443,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-YTDCyQpmzZ4rFNQLQCPcef,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Parc Botannia,Condo,14 Fernvale Street · D28,506,700000,https://www.99.co/singapore/sale/property/parc-botannia-condo-KvUFoCzhioyiSLLMsZYqXS,1.3984723,103.8748321,Thanggam,0.001248394208566515
Stirling Residences,Condo,21 Stirling Road · D3,678,1222000,https://www.99.co/singapore/sale/property/stirling-residences-condo-7QYaci6Py6Ku996zAb3UF9,1.293564,103.805326,Queenstown,0.0013954443020075345
Stirling Residences,Condo,21 Stirling Road · Floor #38,1970,3268000,https://www.99.co/singapore/sale/property/stirling-residences-condo-mJ8d8JxLbfP6UvEAL83MQ9,1.293564,103.805326,Queenstown,0.0013954443020075345
Stirling Residences,Condo,21 Stirling Road · D3,980,1649000,https://www.99.co/singapore/sale/property/stirling-residences-condo-3hc7Kob6dWCMiqCDtvzihW,1.293564,103.805326,Queenstown,0.0013954443020075345
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,592,1411000,https://www.99.co/singapore/sale/property/the-line-tanjong-rhu-condo-oGi9pDDtRLLSSEwVsmnrK,1.2981006,103.8846032,Mountbatten,0.008114422496394722
Amber Skye,Condo / Apt,8 Amber Road · D15,1281,2498000,https://www.99.co/singapore/sale/property/amber-skye-condo-YECVfep2K84oUNGESqohfG,1.2994916,103.8981808,Dakota,0.012933475975165174
Margaret Ville,Condo,20 Margaret Drive · D3,657,1156300,https://www.99.co/singapore/sale/property/margaret-ville-condo-cjY4ME59PpT4Zhz87Rpcx8,1.2992281,103.802964,Queenstown,0.005284606340114343
Kallang Riverside,Condo / Apt,51 Kampong Bugis · D12,1033,2464384,https://www.99.co/singapore/sale/property/kallang-riverside-condo-m2Dg8ghpB3BDuFdxb5gerg,1.3072037,103.8668725,Lavender,0.0040306403970087655
Margaret Ville,Condo,20 Margaret Drive · D3,1184,2112300,https://www.99.co/singapore/sale/property/margaret-ville-condo-sCE4ixkKU5EMDtEpMtvErZ,1.2992281,103.802964,Queenstown,0.005284606340114343
Kallang Riverside,Condo,51 Kampong Bugis · D12,1033,2422105,https://www.99.co/singapore/sale/property/kallang-riverside-condo-gaUGcfETqkNsriPXWJvdmT,1.3072037,103.8668725,Lavender,0.0040306403970087655
Seaside Residences,Condo / Apt,14 Siglap Link · D15,1023,1892000,https://www.99.co/singapore/sale/property/seaside-residences-condo-BnLoXhxx8iPj8BQzwYB6Bb,1.3076933,103.9278752,Bedok,0.016478917175894368
The Orient,Condo,251 Pasir Panjang Road · D5,1012,1897879,https://www.99.co/singapore/sale/property/the-orient-condo-9tNffUbXjrSzzvxTGhXt4N,1.28127,103.7841411,Haw Par Villa,0.0028216562955032296
Sophia Hills,Condo / Apt,5 Mount Sophia · D9,1496,3205000,https://www.99.co/singapore/sale/property/sophia-hills-condo-akrwzw4sg9WgBfgUHtfFXJ,1.2987028,103.8470042,Dhoby Ghaut,0.001777463344210774
Margaret Ville,Condo,20 Margaret Drive · D3,463,866700,https://www.99.co/singapore/sale/property/margaret-ville-condo-o2SXpVVP6nsTkCL7we7GhR,1.2992281,103.802964,Queenstown,0.005284606340114343
Parc Botannia,Condo,14 Fernvale Street · D28,775,995000,https://www.99.co/singapore/sale/property/parc-botannia-condo-nQ35szTFrWD5zQStVivzwK,1.3984723,103.8748321,Thanggam,0.001248394208566515
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1055,2343000,https://www.99.co/singapore/sale/property/the-line-tanjong-rhu-condo-fkMdztMDg9HGDkMGhzvDEj,1.2981006,103.8846032,Mountbatten,0.008114422496394722
Stirling Residences,Condo,21 Stirling Road · D3,441,879000,https://www.99.co/singapore/sale/property/stirling-residences-condo-T8X7vBP6trAmWQNvoFETvb,1.293564,103.805326,Queenstown,0.0013954443020075345
Grandeur Park Residences,Condo,7 Bedok South Avenue 3 · D16,1238,1878000,https://www.99.co/singapore/sale/property/grandeur-park-residences-condo-za7JnaAc5XyK4SALoKWjdU,1.3235186,103.9448081,Tanah Merah,0.004087708918207205
Jool Suites,Condo,2 Sing Joo Walk · D8,388,740000,https://www.99.co/singapore/sale/property/jool-suites-condo-4wfoMFTUoxRkc97ZrrTSvB,1.315248,103.8550044,Farrer Park,0.0026376683415473717
Parc Life,Executive Condo,37 Sembawang Crescent · D27,1066,933000,https://www.99.co/singapore/sale/property/parc-life-condo-ycmJrN6adwquH2hV28NyD9,1.4438938,103.8184197,Sembawang,0.005438849078617932
Park Colonial,Condo,2 Woodleigh Lane · D13,743,1300000,https://www.99.co/singapore/sale/property/park-colonial-condo-rTvQymKYfSPa9pXun5u6zj,1.3190408,103.8281809,Stevens,0.002418993385694776
Parc Botannia,Condo,14 Fernvale Street · D28,506,690000,https://www.99.co/singapore/sale/property/parc-botannia-condo-yi8BQuqPCU7kqtFLnjmohG,1.3984723,103.8748321,Thanggam,0.001248394208566515
Mon Jervois,Condo,39 Jervois Road · D10,1475,3045210,https://www.99.co/singapore/sale/property/mon-jervois-condo-kGyJTUgNPL9nsLnV92SBDS,1.2943192,103.8222639,Redhill,0.007194077687922523
Espada,Condo / Apt,48 Saint Thomas Walk · D9,355,1090000,https://www.99.co/singapore/sale/property/espada-condo-9zFRkdC5bncyTjo8vo5stG,1.2973559,103.8367065,Somerset,0.00375622344916005
Margaret Ville,Condo,20 Margaret Drive · D3,915,1581400,https://www.99.co/singapore/sale/property/margaret-ville-condo-JGFyVM3QrggphBY5AMyS3D,1.2992281,103.802964,Queenstown,0.005284606340114343
Parc Botannia,Condo,14 Fernvale Street · D28,667,913000,https://www.99.co/singapore/sale/property/parc-botannia-condo-bn5YmK7wbXkUJVatVxChVG,1.3984723,103.8748321,Thanggam,0.001248394208566515
The Orient,Condo,251 Pasir Panjang Road · D5,1141,1968586,https://www.99.co/singapore/sale/property/the-orient-condo-wxrM8M9Khhu2omAViFBQqm,1.28127,103.7841411,Haw Par Villa,0.0028216562955032296
Martin Modern,Condo / Apt,10 Martin Place · D9,764,2080220,https://www.99.co/singapore/sale/property/martin-modern-condo-pV5auwDTeZHp8rS3X5Q2LN,1.2921365,103.838457,Fort Canning,0.006305055270175611
The Orient,Condo,251 Pasir Panjang Road · D5,1012,1939192,https://www.99.co/singapore/sale/property/the-orient-condo-mV4MdDwMXwk2ZkpiseUKbK,1.28127,103.7841411,Haw Par Villa,0.0028216562955032296
Stirling Residences,Condo,21 Stirling Road · D3,624,1100000,https://www.99.co/singapore/sale/property/stirling-residences-condo-89UommHXxSJPZSnj2xx8sH,1.293564,103.805326,Queenstown,0.0013954443020075345
Parc Life,Executive Condo,37 Sembawang Crescent · D27,1066,933000,https://www.99.co/singapore/sale/property/parc-life-condo-nwKVywANJEotNC3rrEWVbB,1.4438938,103.8184197,Sembawang,0.005438849078617932
302 Clementi Avenue 4,HDB 4 Rooms,Singapore 120302 · D5,990,488888,https://www.99.co/singapore/sale/property/302-clementi-avenue-4-hdb-FeTX4swbQWNG9nfvZcJdXR,1.3217585,103.7648974,Clementi,0.006605113047481054
Martin Modern,Condo / Apt,10 Martin Place · D9,1733,4755000,https://www.99.co/singapore/sale/property/martin-modern-condo-tvGWpR4eFWjraJg9zJ84jE,1.2921365,103.838457,Fort Canning,0.006305055270175611
Bukit 828,Condo,828 Upper Bukit Timah Road · D23,506,873000,https://www.99.co/singapore/sale/property/bukit-828-condo-sxotD3daE4WkwMY3N5UqfK,1.373267,103.762974,Cashew,0.0036620517637047942
Queens Peak,Condo,1 Dundee Road · Floor #37,840,1619000,https://www.99.co/singapore/sale/property/queens-peak-condo-q5HsbGApVojfZyuyMxU8aW,1.295031,103.807095,Queenstown,0.0012093556962336682
Queens Peak,Condo,1 Dundee Road · Floor #30,1507,2445000,https://www.99.co/singapore/sale/property/queens-peak-condo-vRQEZRAjB4yxN4U9inE3G8,1.2950404,103.8071118,Queenstown,0.0012274734538908053
Duo Residences / Duo Tower,Condo,1 Fraser Street · Floor #34,1841,4039200,https://www.99.co/singapore/sale/property/duo-residences-duo-tower-condo-bGDN6uKZ52QPZ2hvSH92BQ,1.2997066,103.8582392,Bugis,0.0024648748122308318
Queens Peak,Condo,1 Dundee Road · Floor #36,861,1636000,https://www.99.co/singapore/sale/property/queens-peak-condo-9LX3az3qccFabvRsthVBr7,1.2941568,103.8076261,Queenstown,0.0018531397167998297
The Wharf Residence,Condo,7 Tong Watt Road · D9,1033,2380000,https://www.99.co/singapore/sale/property/the-wharf-residence-condo-gz5V8tQWmhuZNDQ5Ps6nMZ,1.2934634,103.8398822,Fort Canning,0.005063977579924387
Duo Residences / Duo Tower,Condo,3 Fraser Street · Floor #42,1927,4797000,https://www.99.co/singapore/sale/property/duo-residences-duo-tower-condo-FpwJpQaAKM49vHWmZFHezQ,1.2997066,103.8582392,Bugis,0.0024648748122308318
The Meyerise,Condo,97 Meyer Road · Floor #31,5382,15756000,https://www.99.co/singapore/sale/property/the-meyerise-condo-eaDQLQLjDa2RctJ57V3bcZ,1.2970849,103.8925712,Dakota,0.011932076175170635
Robin Residences,Condo,5 Robin Drive · Floor #05,1259,3219000,https://www.99.co/singapore/sale/property/robin-residences-condo-XE8ZQUp4ih9Wc3imZd9kHK,1.3190408,103.8281809,Stevens,0.002418993385694776
The Tre Ver,Condo,111 Potong Pasir Avenue 1 · D13,1012,1538000,https://www.99.co/singapore/sale/property/the-tre-ver-condo-wQgMCuLq7MmDV2pchMP6Me,1.3368522,103.8650603,Woodleigh,0.00611595160543839
Marina One Residences,Condo,21 Marina Way · D1,1130,2920670,https://www.99.co/singapore/sale/property/marina-one-residences-condo-JeWXhZ6Xt8AN5JrJhhFkid,1.2796151,103.8547244,Downtown,0.0019180773732945151
New Futura,Condo,14 Leonie Hill Road · Floor #05,1098,3800000,https://www.99.co/singapore/sale/property/new-futura-condo-mWgVLtH6zAjY5BTbEhX7nL,1.298136,103.834132,Somerset,0.005057032942360571
Martin Modern,Condo,8 Martin Place · D9,764,2020549,https://www.99.co/singapore/sale/property/martin-modern-condo-qrhd8acSZhArLu4sW4PkLT,1.293264,103.837861,Fort Canning,0.006996805428907392
Third Avenue,Good Class Bungalow,D10,20000,38000000,https://www.99.co/singapore/sale/property/third-avenue-landed-rbWPyn4BjqqikMAGKTHoH9,1.2927746,103.8402181,Fort Canning,0.004592231207160015
Bukit 828,Condo,828 Upper Bukit Timah Road · D23,1335,2036000,https://www.99.co/singapore/sale/property/bukit-828-condo-39dArT4WLs9Jw5s94pZLVX,1.373267,103.762974,Cashew,0.0036620517637047942
New Futura,Condo,18 Leonie Hill Road · Floor #12,1830,5871200,https://www.99.co/singapore/sale/property/new-futura-condo-Jo39hWigqqPiBe2p85EWtC,1.298893,103.8342507,Somerset,0.0046175836852300305
Marina One Residences,Condo,21 Marina Way · Floor #09,2250,5325000,https://www.99.co/singapore/sale/property/marina-one-residences-condo-2HaD73jyhgCYnm9jk8NGnJ,1.2796151,103.8547244,Downtown,0.0019180773732945151
One Eighties Residences,Condo / Apt,188 Joo Chiat Terrace · Floor #05,1238,1770000,https://www.99.co/singapore/sale/property/one-eighties-residences-condo-DAdRqnQ64itRZtVv3BMkeE,1.3148468,103.9052905,Eunos,0.005456874164756148
Robin Residences,Condo,3 Robin Drive · Floor #03,710,1783000,https://www.99.co/singapore/sale/property/robin-residences-condo-NfJpZc9MixwMYXYc9Q3Rce,1.3190408,103.8281809,Stevens,0.002418993385694776
The Tre Ver,Condo,112 Potong Pasir Avenue 1 · D13,614,898000,https://www.99.co/singapore/sale/property/the-tre-ver-condo-BCdvSswsYvuHbfwbCTY3j6,1.3364414,103.8651531,Woodleigh,0.006196602749895614
South Beach Residences,Condo,28 Beach Road · Floor #39,1281,4320000,https://www.99.co/singapore/sale/property/south-beach-residences-condo-GKCKDX7uPYN7844PZxgJmJ,1.2940548,103.8557465,Esplanade,0.0003890252690952632
One Eighties Residences,Condo / Apt,186 Joo Chiat Terrace · D15,560,850000,https://www.99.co/singapore/sale/property/one-eighties-residences-condo-4okejh6SfgRWs2BMwCfC9g,1.3148468,103.9052905,Eunos,0.005456874164756148
Gem Residences,Condo,1 Lorong 5 Toa Payoh · Floor #31,1055,1841000,https://www.99.co/singapore/sale/property/gem-residences-condo-7G8Eh3PchzN4eJnfFTTxX5,1.333181,103.85447,Toa Payoh,0.007096049515754436
Kingsford Waterbay,Condo / Apt,52 Upper Serangoon View · D19,850,1144001,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-6XkcveQ3hnxjQwabJsWxpJ,1.3747664,103.9034487,Kangkar,0.009221088770855658
Queens Peak,Condo,1 Dundee Road · Floor #35,850,1621000,https://www.99.co/singapore/sale/property/queens-peak-condo-peB2CEHxkSDkejHdVJ6asf,1.295179,103.807362,Queenstown,0.001500322165402366
Duo Residences / Duo Tower,Condo,3 Fraser Street · Floor #42,1528,4197000,https://www.99.co/singapore/sale/property/duo-residences-duo-tower-condo-mUZqHJL4KQbzw5VgB7U6Nc,1.2997066,103.8582392,Bugis,0.0024648748122308318
Bukit 828,Condo,828 Upper Bukit Timah Road · D23,624,1048000,https://www.99.co/singapore/sale/property/bukit-828-condo-taZNGjivADt96fJQKbJbGE,1.373267,103.762974,Cashew,0.0036620517637047942
Queens Peak,Condo,1 Dundee Road · Floor #35,1055,1927000,https://www.99.co/singapore/sale/property/queens-peak-condo-efkNrpkYeWt5sArDNFVTXa,1.295179,103.807362,Queenstown,0.001500322165402366
Queens Peak,Condo,1 Dundee Road · Floor #34,1001,1770000,https://www.99.co/singapore/sale/property/queens-peak-condo-eQmkLtYDVu5YnrQLSTcK63,1.295031,103.807095,Queenstown,0.0012093556962336682
Duo Residences / Duo Tower,Condo,1 Fraser Street · D7,1528,3771897,https://www.99.co/singapore/sale/property/duo-residences-duo-tower-condo-SiMdJLkwQNXLJEZJFnGULA,1.2997066,103.8582392,Bugis,0.0024648748122308318
South Beach Residences,Condo,28 Beach Road · Floor #26,2357,7280000,https://www.99.co/singapore/sale/property/south-beach-residences-condo-CRViCA6wqwUrUGMzUpWCVD,1.2940548,103.8557465,Esplanade,0.0003890252690952632
Gem Residences,Condo / Apt,Gem Residences · Floor #13,1249,1978000,https://www.99.co/singapore/sale/property/gem-residences-condo-ZFXbBA7HTmc5UeujQtU5qa,1.333181,103.85447,Toa Payoh,0.007096049515754436
Martin Modern,Condo,8 Martin Place · D9,1733,4624000,https://www.99.co/singapore/sale/property/martin-modern-condo-axvppdQmyS7EZP7gsysKsW,1.293264,103.837861,Fort Canning,0.006996805428907392
Martin Modern,Condo,10 Martin Place · Floor #02,1087,3173000,https://www.99.co/singapore/sale/property/martin-modern-condo-JP3s3Woy8PgJwnZBPCvaM9,1.2939878,103.8388698,Fort Canning,0.006184155409598079
Kingsford Waterbay,Condo,68 Upper Serangoon View · Floor #03,850,1148000,https://www.99.co/singapore/sale/property/kingsford-waterbay-condo-YHf85kY9i9oy9bpB6zgQKa,1.3747664,103.9034487,Kangkar,0.009221088770855658
Queens Peak,Condo,1 Dundee Road · Floor #37,936,1724000,https://www.99.co/singapore/sale/property/queens-peak-condo-5mhx3BfyeXCt27268xi9x4,1.295031,103.807095,Queenstown,0.0012093556962336682
Duo Residences / Duo Tower,Condo,1 Fraser Street · Floor #49,2497,6427000,https://www.99.co/singapore/sale/property/duo-residences-duo-tower-condo-8hQyNYwWV6Bo4jwsSWTh5L,1.2997066,103.8582392,Bugis,0.0024648748122308318
Queens Peak,Condo,1 Dundee Road · Floor #29,2002,3217000,https://www.99.co/singapore/sale/property/queens-peak-condo-J5rP4Lnp2EE84T2tUK3xN7,1.295031,103.807095,Queenstown,0.0012093556962336682
Robin Residences,Condo,5 Robin Drive · Floor #05,2368,5770000,https://www.99.co/singapore/sale/property/robin-residences-condo-4uUKhrhumutXodgGopZWTQ,1.3190408,103.8281809,Stevens,0.002418993385694776
South Beach Residences,Condo,28 Beach Road · Floor #29,1647,5050000,https://www.99.co/singapore/sale/property/south-beach-residences-condo-LqwAFVEMkUwHSbdjQ2RWvf,1.2940548,103.8557465,Esplanade,0.0003890252690952632
Robin Residences,Condo,7 Robin Drive · Floor #04,1550,4320000,https://www.99.co/singapore/sale/property/robin-residences-condo-fkf2EDA2Hixsk7Q9KL26fF,1.3190408,103.8281809,Stevens,0.002418993385694776
New Futura,Condo,16 Leonie Hill Road · Floor #05,1367,4212000,https://www.99.co/singapore/sale/property/new-futura-condo-CQg3yfHALWt2UVzgv6jLYn,1.298893,103.8342507,Somerset,0.0046175836852300305
Bukit 828,Condo,828 Upper Bukit Timah Road · D23,980,1544000,https://www.99.co/singapore/sale/property/bukit-828-condo-TdXBYZ2igpEa5o8tzJHcL6,1.373267,103.762974,Cashew,0.0036620517637047942
Reflections At Keppel Bay,Condo,5 Keppel Bay View · D4,1500,2600000,https://www.99.co/singapore/sale/property/reflections-at-keppel-bay-condo-j6AUurSogxLnoTg7Zcy7Sa,1.2666139,103.81036,Telok Blangah,0.0041295260854005865
Marina One Residences,Condo,21 Marina Way · Floor #05,1518,3515400,https://www.99.co/singapore/sale/property/marina-one-residences-condo-8VtB7vTsSqtsVr2Gwi42NP,1.2796151,103.8547244,Downtown,0.0019180773732945151
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,1367,2080000,https://www.99.co/singapore/sale/property/the-tre-ver-condo-mVt43hAsZKZy46YrDnVPWd,1.3364414,103.8651531,Woodleigh,0.006196602749895614
The Tre Ver,Condo,111 Potong Pasir Avenue 1 · D13,506,738000,https://www.99.co/singapore/sale/property/the-tre-ver-condo-8ZvaNLMJGfCxVniAZ6uDgN,1.3368522,103.8650603,Woodleigh,0.00611595160543839
Marina One Residences,Condo,23 Marina Way · Floor #30,1119,2834430,https://www.99.co/singapore/sale/property/marina-one-residences-condo-nWenoY8EYBsz2XdTDmFSuk,1.2796151,103.8547244,Downtown,0.0019180773732945151
Duo Residences / Duo Tower,Condo,1 Fraser Street · Floor #49,2497,6427400,https://www.99.co/singapore/sale/property/duo-residences-duo-tower-condo-uY7jvph54crPTuEDqfa3fR,1.2997066,103.8582392,Bugis,0.0024648748122308318
Gem Residences,Condo / Apt,1 Lorong 5 Toa Payoh · D12,947,1642000,https://www.99.co/singapore/sale/property/gem-residences-condo-uhsvuMgHxP8z9v3QhnDPeB,1.333181,103.85447,Toa Payoh,0.007096049515754436
Gem Residences,Condo / Apt,Gem Residences · Floor #34,947,1808000,https://www.99.co/singapore/sale/property/gem-residences-condo-wgbKE4zEefMhbJDL4FrUkH,1.333181,103.85447,Toa Payoh,0.007096049515754436
Mon Jervois,Condo,43 Jervois Road · Floor #03,1539,2662000,https://www.99.co/singapore/sale/property/mon-jervois-condo-V7CCY6ufvkid4rP3M4WTKS,1.2943192,103.8222639,Redhill,0.007194077687922523
South Beach Residences,Condo,28 Beach Road · Floor #43,1056,3380000,https://www.99.co/singapore/sale/property/south-beach-residences-condo-AACVbeY6DPYQgnK786sz6E,1.2940548,103.8557465,Esplanade,0.0003890252690952632
Serangoon Road,Terraced House,D8,1000,850000,https://www.99.co/singapore/sale/property/serangoon-road-landed-GpKu7PAS7dVTPU85bxjJcR,1.3162244,103.8589253,Boon Keng,0.0044059854607115985
Kallang Riverside,Condo,51 Kampong Bugis · D12,1141,2418648,https://www.99.co/singapore/sale/property/kallang-riverside-condo-3bZELVf5diaoF8tezsW4eE,1.3072037,103.8668725,Lavender,0.0040306403970087655
120 Grange,Condo,120 Grange Road · D10,570,1792000,https://www.99.co/singapore/sale/property/120-grange-condo-ZY44pi7Ln2d8im22keonjS,1.2999915,103.8254775,Orchard,0.007474596835951491
La Fiesta,Condo,66 Sengkang Square · D19,1421,1980000,https://www.99.co/singapore/sale/property/la-fiesta-condo-BFyXkcPSLXpVUNkkEND3xc,1.3895686,103.8953689,Sengkang,0.002094001587869449
Sims Urban Oasis,Condo / Apt,10 Sims Drive · D14,1442,2328672,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-Cy9yisCtj3Jr9SPW9X8meD,1.3191159,103.8810982,Aljunied,0.0032187204942349273
Parc Botannia,Condo,14 Fernvale Street · D28,667,913000,https://www.99.co/singapore/sale/property/parc-botannia-condo-SFM8ouUvv6wxTpxfJeXKPo,1.3984723,103.8748321,Thanggam,0.001248394208566515
JadeScape,Condo,1 Shunfu Road · D20,904,1380000,https://www.99.co/singapore/sale/property/jadescape-condo-NuSf8qDNKYprtUmrW4oDLS,1.350903,103.838474,Marymount,0.0019881735160690397
8 Hullet,Condo,8 Hullet Road · D9,538,1829000,https://www.99.co/singapore/sale/property/8-hullet-condo-zw5VWA8WAz3LAVHYUb4uHT,1.3031663,103.83873,Somerset,0.0025314202910607614
Parc Botannia,Condo,16 Fernvale Street · D28,969,1241000,https://www.99.co/singapore/sale/property/parc-botannia-condo-MLuhvEwxrRuLvCnuoM7j7e,1.3984723,103.8748321,Thanggam,0.001248394208566515
One Draycott,Condo,1 Draycott Park · D10,797,2800000,https://www.99.co/singapore/sale/property/one-draycott-condo-2kmcKhim7xHnf4UURu2gTX,1.310111,103.830757,Orchard,0.006187915865621017
Harbour View Gardens,Condo,213 Pasir Panjang Road · D5,1001,1711000,https://www.99.co/singapore/sale/property/harbour-view-gardens-condo-ER2FCqpoufRJhkoauia2wE,1.27891,103.785307,Haw Par Villa,0.005337855863542198
The Bencoolen,Condo,180A Bencoolen Street · D7,926,1260000,https://www.99.co/singapore/sale/property/the-bencoolen-condo-pCjVrqF2Fvf7hz7mLbZQZ8,1.3016941,103.8532843,Bugis,0.0018905963609443396
Parc Botannia,Condo,14 Fernvale Street · D28,861,1107000,https://www.99.co/singapore/sale/property/parc-botannia-condo-z9sL8EcDSt2X5KYJMRNhTm,1.3984723,103.8748321,Thanggam,0.001248394208566515
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,624,978000,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-bAZidkdNko3oMFxK59j3yS,1.3661523,103.872814,Kovan,0.01371927501655056
JadeScape,Condo,1 Shunfu Road · D20,646,988000,https://www.99.co/singapore/sale/property/jadescape-condo-YmESQeUFDdjUw4szMrBH5g,1.350903,103.838474,Marymount,0.0019881735160690397
Sims Urban Oasis,Condo / Apt,10 Sims Drive · D14,1442,2318688,https://www.99.co/singapore/sale/property/sims-urban-oasis-condo-J2sB5XRFjJFJStHv7jfdR4,1.3191159,103.8810982,Aljunied,0.0032187204942349273
JadeScape,Condo,1 Shunfu Road · D20,527,838000,https://www.99.co/singapore/sale/property/jadescape-condo-YDFPMgbJDzVWWEoPQzuEL9,1.350903,103.838474,Marymount,0.0019881735160690397
