name,category,location,area_sqft,price,latitude,longitude,nearestMRT,distance
Terrene At Bukit Timah,Condo,111 Jalan Jurong Kechil · D21,527,825999,1.3414417,103.7707736,Beauty World,0.005218068500896014
132 Choa Chu Kang Avenue 1,HDB 5 Rooms,D23,1291,450000,1.3811045,103.750866,Keat Hong,0.0030873456641592367
652A Jurong West Street 61,HDB 5 Rooms,D22,1184,468000,1.3366336,103.6984651,Pioneer,0.0014187775900407322
708 Jurong West Street 71,HDB Executive,D22,1549,535000,1.3420967,103.6943567,Pioneer,0.005449890497985814
710 Jurong West Street 71,HDB Executive,D22,1603,533000,1.3428809,103.6948458,Pioneer,0.0058862140642395935
183 Jelebu Road,HDB 4 Rooms,D23,980,470000,1.3799312,103.7633584,Bukit Panjang,0.0018491638245406055
221A Jurong East Street 21,HDB 4 Rooms,D22,990,398000,1.3407925,103.7366325,Chinese Garden,0.004361591472157511
Guilin View,Condo,20 Bukit Batok Street 52 · D23,1572,1500000,1.3558779,103.752379,Bukit Gombak,0.0030858835817333683
Livia,Condo,71 Pasir Ris Grove · D18,1324,1248000,1.3728478,103.943763,Pasir Ris,0.005600937039463105
Belgravia Villas,Corner Terrace,None · D28,3565,2988000,1.3796094,103.8648944,Fernvale,0.016731492852110147
Duo Residences / Duo Tower,Apartment,1 Fraser Street · D7,1841,4055800,1.2997066,103.8582392,Bugis,0.002464874812230721
Sennett Residence,Condo,31 Pheng Geck Avenue · D13,894,1230000,1.3306149,103.8695666,Potong Pasir,0.0007332537077942412
351 Clementi Avenue 2,HDB 3 Rooms,D5,721,360000,1.3153568,103.7708724,Clementi,0.005669795710600975
328 Woodlands Street 32,HDB Executive,Floor #08,1754,660000,1.430078,103.7794734,Marsiling,0.00586295056520603
Queens Peak,Condo,3 Dundee Road · D3,946,1409640,1.295031,103.807095,Queenstown,0.0012093556962336322
211 Boon Lay Place,HDB 3 Rooms,Singapore 640211 · D22,700,225000,1.3482668,103.7138484,Lakeside,0.008010886058349957
Lloyd Sixtyfive,Condo,65 Lloyd Road · D9,603,2000000,1.297274,103.838836,Somerset,0.0033837425699958595
Queens Peak,Condo,1 Dundee Road · D3,936,1499000,1.2950404,103.8071118,Queenstown,0.001227473453890768
JadeScape,Condo,319 Shunfu Road · D20,527,900000,1.350251,103.838019,Marymount,0.0016391475619976221
Waterview,Condo,79 Tampines Avenue 1 · D18,4200,3300000,1.3487613,103.9263088,Tampines West,0.012315480509508895
D'leedon,Condo,15 Leedon Heights · D10,635,1250000,1.31443,103.8026422,Farrer Road,0.005964737902878682
Macpherson Garden Estate,Terraced House,Jalan Setia · D13,2395,2600000,1.326314,103.8860459,Mattar,0.003279051045655769
341 Clementi Avenue 5,HDB 3 Rooms,D5,731,325000,1.3190999,103.7690618,Clementi,0.0055122842932830264
Park Colonial,Condo,2 Woodleigh Lane · D13,463,700000,1.3190408,103.8281809,Stevens,0.002418993385694776
Dahlia Park Condominium,Condo,1 Flora Drive · D17,1098,958000,1.3590525,103.9656981,Tampines East,0.01138274319484519
Kandis Residence,Condo / Apt,2 Kandis Link · D27,485,600000,1.457707,103.8375049,Sembawang,0.019463419587008382
Lloyd Sixtyfive,Condo,65 Lloyd Road · D9,1701,4955000,1.297274,103.838836,Somerset,0.0033837425699958595
The Tre Ver,Condo,110 Potong Pasir Avenue 1 · D13,484,726000,1.3364414,103.8651531,Woodleigh,0.006196602749895614
Marina One Residences,Condo,23 Marina Way · D1,700,1770000,1.2796151,103.8547244,Downtown,0.0019180773733086963
211 Hougang Street 21,HDB 3 Rooms,Singapore 530211 · D19,732,350000,1.359637,103.8877113,Kovan,0.002604766008696035
The Creek @ Bukit,Condo,13 Toh Tuck Road · D21,463,860000,1.340166,103.769632,Beauty World,0.00650489848114577
7 Tanjong Pagar Plaza,HDB 4 Rooms,D2,893,720000,1.2771409,103.8429565,Tanjong Pagar,0.003902163283361843
Kew Cottages,Terraced House,Limau Walk · D16,2630,3100000,1.3232324,103.9507251,Tanah Merah,0.0058339315354220276
Ocean Front Suites,Condo,175 Jalan Loyang Besar · D17,409,685000,1.3792437,103.960791,Pasir Ris,0.01294030331985514
860 Woodlands Street 83,HDB 4 Rooms,D25,1141,340000,1.4394237,103.7939197,Admiralty,0.007142905622362301
301 Bukit Batok Street 31,HDB 4 Rooms,Singapore 650301 · D23,904,340000,1.3567114,103.7486935,Bukit Gombak,0.0038336904126373334
617 Jurong West Street 65,HDB 4 Rooms,D22,968,399999,1.3408525,103.7004784,Pioneer,0.004483421399994555
393 Bukit Batok West Avenue 5,HDB 5 Rooms,Singapore 650393 · D23,1238,549000,1.366553,103.7532793,Bukit Gombak,0.007774431113594531
671A Jurong West Street 65,HDB Executive,D22,1345,565000,1.3441567,103.702356,Boon Lay,0.006589511478860983
402 Jurong West Street 42,HDB 5 Rooms,Singapore 640402 · D22,1442,430000,1.3533456,103.7225362,Lakeside,0.009271339892377784
648A Jurong West Street 61,HDB 5 Rooms,D22,1184,480000,1.3384879,103.6976281,Pioneer,0.000930745808477748
530 Jurong West Street 52,HDB 4 Rooms,D22,979,359000,1.3485505,103.7154773,Lakeside,0.00682820766086508
Duo Residences / Duo Tower,Apartment,1 Fraser Street · D7,2497,6426800,1.2997066,103.8582392,Bugis,0.002464874812230721
V On Shenton,Condo,5A Shenton Way · D1,1206,3096800,1.2779081,103.8496597,Tanjong Pagar,0.003280591661577283
The Trilinq,Condo,28 Jalan Lempeng · D5,1109,1600800,1.3181105,103.7620397,Clementi,0.004327512645853657
Sennett Residence,Condo / Apt,31 Pheng Geck Avenue · D13,894,1230000,1.3306149,103.8695666,Potong Pasir,0.0007332537077942412
Leedon 2,Condo,2 Leedon Road · D10,1228,2000000,1.3129585,103.7968372,Holland Village,0.0019553966988808402
The Sail @ Marina Bay,Condo,6 Marina Boulevard · D1,678,1320000,1.2807799,103.8525132,Downtown,0.0013558161564145219
428 Jurong West Avenue 1,HDB 3 Rooms,D22,1119,359000,1.3516442,103.7253418,Lakeside,0.008696537839854045
948 Jurong West Street 91,HDB 3 Rooms,D22,1130,348000,1.3444962,103.691023,Pioneer,0.00941256756576348
411 Pandan Gardens,HDB 2 Rooms,D22,772,230000,1.318933,103.7467021,Jurong East,0.014927659267279592
163 Lorong 1 Toa Payoh,HDB 3 Rooms,Singapore 310163 · D12,721,310000,1.3320686,103.8440435,Toa Payoh,0.0033917647471541864
Serangoon Garden Estate,Bungalow,Burghley Drive · D19,4868,7800000,1.3638087,103.8660714,Lorong Chuan,0.012362168454603072
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · Floor #07,667,975000,1.3153138,103.8885694,Paya Lebar,0.00524276948187241
Platina Gardens,Cluster House,Sembawang Road · D27,1200,2088888,1.4279645,103.8250224,Yishun,0.010135327121019258
2 Queen's Road,HDB 4 Rooms,Singapore 260002 · D10,958,638000,1.3228333,103.8110075,Botanic Gardens,0.003953856225249265
Serangoon Garden Way,Bungalow,D19,4611,5750000,1.3637959,103.8662371,Lorong Chuan,0.01236561344090962
Sixteen35 Residences,Condo,16 Lorong 35 Geylang · Floor #07,797,1217000,1.3153138,103.8885694,Paya Lebar,0.00524276948187241
Atrium Residences,Condo,512 Geylang Road · D14,1605,1350000,1.3133109,103.8858951,Aljunied,0.004369256761738604
The Springside,Terraced House,Springside Walk · D26,1714,2880000,1.4050895,103.8200551,Khatib,0.017808787197335318
241 Bishan Street 22,HDB 4 Rooms,D20,1249,660000,1.3606894,103.8455834,Ang Mo Kio,0.01010923179079851
Artra,Condo,10 Alexandra View · D3,786,1595000,1.2900845,103.8166799,Redhill,0.0004585235980832859
8 Hullet,Condo / Apt,8 Hullet Road · D9,539,1800000,1.3031663,103.83873,Somerset,0.002531420291062141
26 Newton,Condo,26 Newton Road · D11,1539,3593000,1.3156897,103.8415977,Newton,0.004307662475160602
8 Hullet,Condo / Apt,8 Hullet Road · D9,798,2700000,1.3031663,103.83873,Somerset,0.002531420291062141
New Futura,Condo,18 Leonie Hill Road · D9,1098,4033800,1.298893,103.8342507,Somerset,0.004617583685216796
Margaret Ville,Condo,20 Margaret Drive · D3,463,866700,1.2992281,103.802964,Queenstown,0.005284606340114158
The Sixth Avenue Residences,Condo,172 Sixth Avenue · D10,2486,4630000,1.327337,103.792769,Sixth Avenue,0.005864993701606568
Riverside 48,Apartment,48 Robertson Quay · D9,893,1980000,1.2909028,103.8398767,Fort Canning,0.005032268810385637
Archipelago,Condo,503 Bedok Reservoir Road · D16,840,999000,1.3382714,103.9201351,Bedok North,0.003582219270227714
Riverfront Residences,Condo,43 Hougang Avenue 7 · D19,603,748000,1.371715,103.900472,Hougang,0.00793738445898828
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,678,900000,1.3747664,103.9034487,Kangkar,0.009221088770855658
Marina One Residences,Condo,21 Marina Way · D1,657,1700000,1.2796151,103.8547244,Downtown,0.0019180773733086963
Kingsford Waterbay,Condo,52 Upper Serangoon View · D19,850,1130000,1.3747664,103.9034487,Kangkar,0.009221088770855658
Park Colonial,Condo,2 Woodleigh Lane · D13,980,1250000,1.3190408,103.8281809,Stevens,0.002418993385694776
The Clift,Apartment,21 Mccallum Street · D1,559,1250000,1.2794777,103.8472601,Telok Ayer,0.003050713367397731
560 Hougang Street 51,HDB Executive,D19,1539,670000,1.380312,103.889383,Buangkok,0.004674729532284335
Park Colonial,Condo,2 Woodleigh Lane · D13,1712,2700000,1.3190408,103.8281809,Stevens,0.002418993385694776
175B Punggol Field,HDB 3 Rooms,D19,969,360000,1.397707,103.908513,Meridian,0.0009696191468825138
261D Sengkang East Way,HDB 5 Rooms,Singapore 544261 · D19,1184,510000,1.393531,103.894507,Sengkang,0.002095890669856532
165A Punggol Central,HDB 4 Rooms,D19,1022,399888,1.3952181,103.914793,Riviera,0.0014802422504367767
3 Queen's Road,HDB 4 Rooms,Singapore 260003 · D10,979,580000,1.318502,103.8082814,Farrer Road,0.0010891990497613124
Murano,Condo,349 Pasir Panjang Road · D5,1055,1530000,1.2893378,103.7757043,Haw Par Villa,0.008859566527203136
Cityscape @ Farrer Park,Condo,101 Mergui Road · D8,1163,1650000,1.3179722,103.8510776,Farrer Park,0.00655948321135721
413 Bedok North Avenue 2,HDB 5 Rooms,D16,1281,650000,1.3303619,103.9309852,Bedok Reservoir,0.0062706452339453215
Jalan Sentosa,Corner Terrace,D14,4038,5000000,1.3229507,103.9173352,Kembangan,0.0047320685223183525
3 Orchard By-The-Park,Condo,3 Orchard Boulevard · D10,2260,7888000,1.3032505,103.8247694,Orchard,0.007052442624380403
The Enclave . Holland,Condo,131 Holland Road · D10,753,1600000,1.3122774,103.799119,Holland Village,0.003193578823203022
Margaret Ville,Condo,20 Margaret Drive · D3,657,1473800,1.2992281,103.802964,Queenstown,0.005284606340114158
South Beach Residences,Condo,28 Beach Road · D7,1250,3400000,1.2940548,103.8557465,Esplanade,0.0003890252690952632
Wallich Residence,Condo,3 Wallich Street · D2,915,3600000,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587196338
Rivervale Crest,Condo,9 Rivervale Crescent · D19,1206,938000,NaN,NaN,N/A,100000000.0
441 Ang Mo Kio Avenue 10,HDB 3 Rooms,D20,990,390000,1.36606,103.8540985,Ang Mo Kio,0.005970795428583784
Flo Residence,Condo,1 Punggol Field Walk · D19,1280,1210000,1.3921261,103.9134014,Coral Edge,0.0017834365057352282
Rosyth Ville,Condo,3 Rosyth Road · D19,2013,1999000,1.362861,103.873944,Kovan,0.011535762900216615
Avant Residences,Condo,10 Aljunied Road · Floor #02,936,1308000,1.3135756,103.8821349,Aljunied,0.00286305364951518
New Futura,Condo,18 Leonie Hill Road · D9,2250,7920000,1.298893,103.8342507,Somerset,0.004617583685216796
Wallich Residence,Condo,3 Wallich Street · D2,646,2100000,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587196338
Wallich Residence,Condo,3 Wallich Street · D2,1658,6500000,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587196338
Sandy Palm,Condo,163A Jalan Loyang Besar · D17,1744,1280000,1.378812,103.9598183,Pasir Ris,0.011878868828712233
195A Punggol Road,HDB 4 Rooms,Singapore 821195 · D19,968,398000,1.4015688,103.9062046,Cove,0.0021521493744617996
109 Jurong East Street 13,HDB 5 Rooms,Singapore 600109 · D22,1291,590000,1.3383251,103.7358405,Chinese Garden,0.005217987141606467
607 Senja Road,HDB Executive,D23,1389,550000,1.3823605,103.7616383,Ten Mile Junction,0.002854616948031285
267 Toh Guan Road,HDB 5 Rooms,Singapore 600267 · D22,1302,699999,1.3410576,103.7447108,Jurong East,0.00834872475351749
522 Jelapang Road,HDB 5 Rooms,Singapore 670522 · D23,1301,458000,1.3861,103.766268,Jelapang,0.0010407701811642575
116 Jurong East Street 13,HDB 5 Rooms,Singapore 600116 · D22,1291,579000,1.3397966,103.7346639,Chinese Garden,0.00333392508914162
824 Jurong West Street 81,HDB 4 Rooms,D22,1119,328000,1.3465129,103.6938957,Pioneer,0.009596881003745587
667C Jurong West Street 65,HDB 5 Rooms,D22,1184,408000,1.3411536,103.7022655,Boon Lay,0.004408776942648895
449 Bukit Panjang Ring Road,HDB 5 Rooms,D23,1292,420000,1.3842035,103.772321,Bangkit,0.0039966624000527685
Glentrees,Condo,11E Mount Sinai Lane · D10,1442,2900000,1.3163321,103.7848114,Dover,0.007869451050737948
Park Colonial,Condo,2 Woodleigh Lane · D13,603,950000,1.3190408,103.8281809,Stevens,0.002418993385694776
326 Hougang Avenue 7,HDB 4 Rooms,D19,1119,410000,1.3680691,103.8984945,Hougang,0.006786084052669614
69 Moulmein Road,HDB 2 Rooms,D11,904,598000,1.31895,103.8505429,Novena,0.007239825080754234
Duo Residences / Duo Tower,Apartment,1 Fraser Street · D7,1927,4797800,1.2997066,103.8582392,Bugis,0.002464874812230721
Duo Residences / Duo Tower,Apartment,1 Fraser Street · D7,1528,4193000,1.2997066,103.8582392,Bugis,0.002464874812230721
Belgravia Villas,Terraced House,None · D28,3684,3018800,1.3796094,103.8648944,Fernvale,0.016731492852110147
The Tapestry,Condo,59 Tampines Street 86 · D18,474,670760,1.3534955,103.9291905,Tampines West,0.011976385692270114
The Tapestry,Condo,59 Tampines Street 86 · D18,990,1135800,1.3534955,103.9291905,Tampines West,0.011976385692270114
238 Yishun Ring Road,HDB 5 Rooms,Floor #10,1302,440000,1.4332785,103.8392453,Yishun,0.005626316061156728
Valley Park,Condo,483 River Valley Road · D10,3272,5700000,1.2934308,103.8279444,Tiong Bahru,0.00699609580837959
213 Yishun Street 21,HDB 3 Rooms,D27,1302,465000,1.431851,103.836331,Yishun,0.0026431518306764155
JadeScape,Condo,319 Shunfu Road · D20,904,1538000,1.350251,103.838019,Marymount,0.0016391475619976221
Lloyd Sixtyfive,Condo,65 Lloyd Road · D9,1819,4724000,1.297274,103.838836,Somerset,0.0033837425699958595
Park Colonial,Condo,2 Woodleigh Lane · D13,635,900000,1.3190408,103.8281809,Stevens,0.002418993385694776
Affinity At Serangoon,Condo,26 Serangoon North Avenue 1 · D19,474,650000,1.3661523,103.872814,Kovan,0.01371927501655056
199B Punggol Field,HDB 5 Rooms,D19,1184,399000,1.399966,103.90568,Cove,0.0005353425165247678
257A Compassvale Road,HDB 5 Rooms,Singapore 541257 · D19,1184,564888,1.392383,103.897668,Sengkang,0.002329447252028424
The Gardens At Bishan,Condo,3 Sin Ming Walk · D20,1152,1380000,1.3648162,103.8306472,Phoenix,0.01670378483099369
712 Yishun Avenue 5,HDB 2 Rooms,Singapore 760712 · D27,732,250000,1.42791,103.827546,Yishun,0.007664366797068031
28 Marsiling Drive,HDB 4 Rooms,Singapore 730028 · D25,1055,280000,1.4428122,103.773679,Marsiling,0.010265707683837229
Riverbank @ Fernvale,Condo,11 Fernvale Close · D28,1044,1228000,1.3948429,103.8811451,Layar,0.002953820092691078
523 Ang Mo Kio Avenue 5,HDB 3 Rooms,D20,732,300000,1.373083,103.852464,Ang Mo Kio,0.004237126667914018
Marina Bay Residences,Condo,18 Marina Boulevard · D1,1970,7880000,1.2794341,103.8552903,Downtown,0.002477611450568582
Sembawang Springs Estate,Bungalow,Jalan Serengam · D27,5035,5900000,1.4424906,103.8252579,Sembawang,0.008394197416070243
247 Jurong East Street 24,HDB 3 Rooms,D22,1119,350000,1.3418949,103.7391894,Chinese Garden,0.006631965805100345
185 Jelebu Road,HDB 5 Rooms,Floor #02,1183,600000,1.3793512,103.762272,Bukit Panjang,0.0010524464309428305
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #19,1378,3320000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #13,1216,2660000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
JadeScape,Condo,319 Shunfu Road · D20,1130,1785400,1.350251,103.838019,Marymount,0.0016391475619976221
Euphony Gardens,Condo,1 Jalan Mata Ayer · D27,2454,1568000,1.4248777,103.8246471,Khatib,0.011225602004344536
Oasis @ Elias,Condo,68 Elias Road · Floor #05,1216,969000,1.377114,103.941867,Pasir Ris,0.008451895929320921
138A Lorong 1A Toa Payoh,HDB 3 Rooms,Singapore 311138 · D12,980,866000,1.3367451,103.8454928,Braddell,0.00411170824840525
214 Pasir Ris Street 21,HDB 4 Rooms,D18,1140,370000,1.3677893,103.9612398,Pasir Ris,0.013056302254844906
Space @ Kovan,Apartment,9 Yio Chu Kang Road · D19,764,1220000,1.3546237,103.876902,Serangoon,0.005884848168818565
726 Woodlands Circle,HDB 4 Rooms,D25,1109,338000,1.4441204,103.7995747,Admiralty,0.003772128576814885
Astor,Apartment,51C Lengkong Empat · D14,1087,925000,1.3288284,103.9131996,Kaki Bukit,0.00739563593749986
Guillemard Suites,Apartment,213 Guillemard Road · D14,851,1326000,1.31061,103.882534,Mountbatten,0.004567750011766545
972 Hougang Street 91,HDB 5 Rooms,D19,134,540000,1.3782928,103.8791941,Tongkang,0.013006362175869727
The Tapestry,Condo,59 Tampines Street 86 · D18,441,650000,1.3534955,103.9291905,Tampines West,0.011976385692270114
Marlene Avenue,Semi-Detached House,D19,5081,5600000,1.3606689,103.8710965,Lorong Chuan,0.011042151749086874
Marina One Residences,Condo,21 Marina Way · D1,678,1760000,1.2796151,103.8547244,Downtown,0.0019180773733086963
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #12,1066,2430000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1765,3206000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
Sky Green,Condo,568 Macpherson Road · D13,2293,2843000,1.3326039,103.886324,Tai Seng,0.003555671336049037
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #17,592,1411000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #20,3423,7400000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #15,1055,2457000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1216,2610000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #20,2960,6500000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
Amber 45,Condo,45 Amber Road · D15,1593,3500000,1.302636,103.901821,Dakota,0.014230991708241837
8 Marsiling Drive,HDB 4 Rooms,D25,947,268000,1.4414213,103.777394,Marsiling,0.009434821733346711
JadeScape,Condo,319 Shunfu Road · D20,1249,1935950,1.350251,103.838019,Marymount,0.0016391475619976221
JadeScape,Condo,319 Shunfu Road · D20,904,1428320,1.350251,103.838019,Marymount,0.0016391475619976221
Parc Emily,Condo,5 Mount Emily Road · D9,592,1240000,1.3043618,103.848768,Little India,0.00202624382787271
Waterfront Waves,Condo,760 Bedok Reservoir Road · D16,1302,1480000,1.3375385,103.9296154,Bedok Reservoir,0.0024888578444672146
833 Woodlands Street 83,HDB Executive,D25,1614,578000,1.440142,103.790508,Woodlands,0.005211224563388302
Northoaks,Condo,20 Woodlands Crescent · D25,2347,1300000,1.445167,103.806391,Admiralty,0.007085420637480586
One Shenton,Condo,1 Shenton Way · Floor #50,9038,25000000,1.2761021,103.8481921,Tanjong Pagar,0.0014362156279649127
Alexis,Condo,354 Alexandra Road · D3,1076,1588000,1.2910581,103.807271,Queenstown,0.004017678529947859
Ripple Bay,Condo,6 Pasir Ris Link · D18,775,850000,1.3772359,103.9611299,Pasir Ris,0.012451728809282426
874A Tampines Street 84,HDB Executive,Singapore 521874 · D18,1571,630000,1.3530793,103.9322089,Tampines West,0.009574287077897044
745 Woodlands Circle,HDB 5 Rooms,D25,1313,425000,1.4423093,103.7956809,Admiralty,0.005547698413764685
432A Sengkang West Way,HDB 3 Rooms,Singapore 791432 · D28,990,470000,1.394748,103.877108,Fernvale,0.002969820577072117
177 Ang Mo Kio Avenue 4,HDB 4 Rooms,Singapore 560177 · D20,980,450000,1.3758705,103.8380731,Yio Chu Kang,0.009017122060274833
Palm Oasis,Condo,51A Lorong H Telok Kurau · D15,900,1200000,1.3158589,103.9086549,Kembangan,0.006748665782955776
St. Patrick's Residences,Condo,58 Saint Patrick's Road · D15,2562,3988000,1.3076782,103.9148983,Kembangan,0.013457231218939294
Skies Miltonia,Condo,3 Miltonia Close · D27,2551,2343000,1.4181309,103.8481353,Khatib,0.015182383594144606
Sims Urban Oasis,Condo / Apt,10 Sims Drive · D14,1023,1613401,1.3191159,103.8810982,Aljunied,0.0032187204942349273
129 Bedok North Street 2,HDB 3 Rooms,D16,721,290000,1.3275778,103.93801,Tanah Merah,0.008486251684337358
171 Bukit Batok West Avenue 8,HDB 5 Rooms,D23,134,600000,1.3461366,103.7403661,Chinese Garden,0.008641224817122567
Kap Residences,Condo,11 King Albert Park · D21,667,1650000,1.3368888,103.7794408,King Albert Park,0.0
The Inflora,Condo,51 Flora Drive · D17,743,850000,1.3560286,103.9662273,Tampines East,0.011579578512616255
Oasis @ Elias,Condo,60 Elias Road · D18,1249,1055000,1.377114,103.941867,Pasir Ris,0.008451895929320921
Marina One Residences,Condo,23 Marina Way · D1,700,1819000,1.2796151,103.8547244,Downtown,0.0019180773733086963
Wallich Residence,Condo,3 Wallich Street · D2,646,2098000,1.2770913,103.8455579,Tanjong Pagar,0.0014296338587196338
Thomson Hills Estate,Terraced House,Thomson Terrace · D20,2203,3490000,1.3803186,103.8324031,Yio Chu Kang,0.012609208715063722
The Berthside,Corner Terrace,None · D4,3858,9800000,1.352083,103.819836,Phoenix,0.0
Ocean Drive,Bungalow,D4,10111,34000000,1.2498554,103.841783,HarbourFront,0.026337506280217846
Aida Street,Bungalow,D15,4500,6300000,1.3186847,103.9279885,Bedok,0.005756954364939818
Reflections At Keppel Bay,Condo,5 Keppel Bay View · D4,1119,1680000,1.2666139,103.81036,Telok Blangah,0.0041295260854005865
Euphony Gardens,Condo,5 Jalan Mata Ayer · D27,1054,738000,1.4248777,103.8246471,Khatib,0.011225602004344536
La Fiesta,Condo,58 Sengkang Square · D19,1421,1900000,1.3895686,103.8953689,Sengkang,0.0020940015878696708
Wing Fong Court,Condo,10 Lorong 14 Geylang · D14,1066,900000,1.3118064,103.8788299,Aljunied,0.0060282473340098315
Tropical Spring,Condo,23 Simei Street 4 · D18,1335,1220000,1.3418614,103.9556421,Simei,0.0026296617653299176
Stirling Residences,Condo,21 Stirling Road · D3,441,860000,1.293564,103.805326,Queenstown,0.0013954443020077368
Marina One Residences,Condo,23 Marina Way · D1,700,1980000,1.2796151,103.8547244,Downtown,0.0019180773733086963
3 Dover Road,HDB 3 Rooms,Singapore 130003 · D5,700,360000,1.3038037,103.7823707,one-north,0.006348358598875803
Stirling Residences,Condo,21 Stirling Road · D3,624,1200000,1.293564,103.805326,Queenstown,0.0013954443020077368
577 Woodlands Drive 16,HDB 4 Rooms,D25,925,330000,1.4310012,103.7964959,Admiralty,0.01059909374616738
627 Woodlands Avenue 6,HDB 4 Rooms,D25,990,300000,1.4336154,103.8010235,Admiralty,0.006997862396474889
402 Woodlands Street 41,HDB,D25,1926,850000,1.431003,103.7722305,Marsiling,0.0024785227616385447
515 Woodlands Drive 14,HDB 3 Rooms,D25,1152,400000,1.4347819,103.7903386,Woodlands,0.004495989210399011
337 Jurong East Avenue 1,HDB Executive,D22,1603,580000,1.3498494,103.7316771,Chinese Garden,0.007507357816169567
14 Kampong Arang Road,HDB 3 Rooms,D15,1108,565000,1.3001984,103.8842228,Mountbatten,0.005982412062872744
159 Lorong 1 Toa Payoh,HDB 3 Rooms,Singapore 310159 · D12,699,320000,1.3306691,103.8455834,Toa Payoh,0.002479882981116385
8 Marsiling Drive,HDB 4 Rooms,D25,88,250880,1.4414213,103.777394,Marsiling,0.009434821733346711
The Greenwich,Condo,1 Seletar Road · D28,603,680000,1.3874823,103.8693553,Fernvale,0.008182996346092172
134 Marsiling Road,HDB Executive,D25,1722,650000,1.4367682,103.7776626,Marsiling,0.005476383091970681
Mayfair Gardens,Condo,12 Rifle Range Road · D21,753,1400000,1.3385768,103.7814653,King Albert Park,0.0026358953412380644
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #13,829,1650000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,829,1700000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
Amber 45,Condo,45 Amber Road · D15,732,1760000,1.302636,103.901821,Dakota,0.014230991708241837
Sky Green,Condo,568 Macpherson Road · Floor #15,2293,2843000,1.3326039,103.886324,Tai Seng,0.003555671336049037
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #06,1152,2329000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1259,2723000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
Sky Green,Condo,568 Macpherson Road · Floor #15,2293,2790000,1.3326039,103.886324,Tai Seng,0.003555671336049037
2 Haig Road,HDB 3 Rooms,Singapore 430002 · D15,990,480000,1.3123728,103.8976789,Paya Lebar,0.0074332297347801555
405 Ang Mo Kio Avenue 10,HDB 4 Rooms,D20,990,391000,1.3617045,103.8536003,Ang Mo Kio,0.009189668687168128
The Miltonia Residences,Condo,520 Miltonia Close · D27,840,840000,1.4169702,103.848154,Khatib,0.015185607805408985
231 Yishun Street 21,HDB 5 Rooms,Floor #04,1355,400000,1.4341706,103.8370155,Yishun,0.005029338538022165
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1216,2210000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #10,1184,2530000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,2950,7028000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #07,1375,2450000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · D15,1152,2340000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
The Line @ Tanjong Rhu,Condo,6 Tanjong Rhu Road · Floor #10,1055,2274000,1.2981006,103.8846032,Mountbatten,0.00811442249639494
Orchid Park Condominium,Condo,95 Yishun Street 81 · D27,1141,838000,1.4130497,103.8356201,Khatib,0.005048224535416342
